,A,B,C,D,E,F,G,H,I,J
1970,460.71,1109.45,170.76,347.45,51.67,123.35,137.32,232.7,86.44,45.32
1971,458.4,1148.84,173.09,350.62,50.78,122.95,136.07,232.74,85.19,44.97
1972,476.79,1149.49,175.11,363.58,51.8,133.07,143.21,235.81,85.51,45.34
1973,477.8,1137.92,177.38,367.63,52.31,134.32,143.72,227.09,85.89,46.71
1974,474.24,1166.97,178.47,367.03,51.64,129.64,145.24,232.09,87.39,46.14
1975,459.97,1165.89,176.09,359.16,51.82,122.53,140.61,230.67,87.9,45.59
1976,465.26,1162.07,173.59,362.41,50.95,126.37,145.92,230.67,89.89,44.39
1977,431.3,1146.02,173.89,338.2,48.61,115.62,133.96,238.13,90.84,42.49
1978,440.37,1146.66,173.74,343.15,47.23,115.59,135.74,231.23,91.65,41.93
1979,439.86,1132.18,171.14,329.9,46.88,113.19,131.3,232.31,91.16,40.87
1980,425.41,1113.97,173.14,320.82,46.78,108.94,127.26,228.05,90.45,41.89
1981,423.0,1143.8,172.44,324.21,45.53,109.6,126.09,230.81,88.76,40.38
1982,429.01,1153.83,171.39,326.09,44.65,109.14,126.76,213.18,90.41,38.99
1983,428.95,1176.89,167.21,328.79,44.62,111.47,127.86,213.12,91.48,39.54
1984,434.27,1176.53,166.57,332.46,44.11,110.87,127.67,215.69,90.3,39.89
1985,441.38,1177.14,164.27,336.36,41.61,111.63,128.72,218.26,90.05,37.97
1986,442.34,1172.7,162.83,335.91,42.24,113.5,129.69,217.19,89.11,37.56
1987,436.31,1185.45,163.46,336.72,42.11,110.05,127.7,208.63,87.48,37.91
1988,435.69,1182.45,161.09,341.2,41.21,111.99,130.22,215.84,86.99,37.2
1989,432.47,1208.5,162.76,328.51,40.67,107.85,126.35,218.64,87.4,37.27
1990,443.44,1200.75,162.52,340.37,40.29,109.82,131.1,215.95,89.02,36.45
1991,442.59,1187.62,162.39,340.69,40.32,108.88,132.77,223.5,86.73,36.85
1992,450.93,1176.29,159.23,346.47,40.58,111.97,133.6,223.68,85.13,36.98
1993,451.8,1189.14,159.12,344.17,39.73,109.8,132.91,215.46,85.76,36.72
1994,433.39,1137.48,158.44,332.92,38.44,103.66,126.29,208.87,85.78,36.38
1995,432.1,1134.53,161.06,328.39,37.89,101.2,122.41,199.74,84.79,36.23
1996,412.53,1120.42,164.21,314.32,38.67,96.52,116.26,195.48,86.66,37.22
1997,410.18,1108.5,158.99,314.3,38.56,96.53,116.49,189.83,87.1,37.37
1998,407.73,1082.2,156.13,317.49,38.64,97.63,117.82,181.04,86.88,37.34
1999,411.7,1111.88,155.37,321.57,39.48,99.42,119.29,187.4,89.52,37.24
2000,407.35,1106.28,154.06,325.77,39.42,101.83,121.33,183.28,89.82,37.35
2001,409.94,1105.26,155.5,320.53,39.15,102.97,121.83,185.9,89.72,36.89
2002,409.56,1103.5,155.66,316.8,38.81,101.99,122.21,191.39,90.76,36.95
2003,409.08,1100.5,154.27,315.81,39.62,102.17,123.14,192.45,91.05,37.08
2004,405.57,1093.65,152.09,312.1,40.7,104.94,122.12,198.61,90.0,37.66
2005,413.99,1097.21,152.72,315.43,41.11,106.44,124.01,196.15,88.23,37.77
2006,411.31,1087.18,151.31,319.28,41.53,106.56,125.31,201.8,89.11,38.77
2007,406.35,1088.99,150.83,315.75,42.16,105.27,125.21,187.66,90.44,39.13
2008,404.98,1100.88,152.36,312.98,42.51,103.16,124.21,190.06,89.81,39.33
2009,397.44,1078.07,150.71,298.62,42.23,100.32,121.17,178.46,87.48,41.33
2010,402.41,1095.12,151.19,300.47,42.2,102.28,122.76,184.39,88.41,40.03
2011,402.96,1094.3,152.38,301.94,42.47,102.47,122.86,191.34,88.97,40.0
2012,410.24,1103.51,153.33,306.8,43.25,107.4,125.38,185.62,90.8,40.09
2013,409.77,1114.53,150.15,301.3,41.46,106.33,124.41,171.58,92.45,39.19
2014,408.31,1079.19,147.41,306.04,40.92,110.02,125.67,174.18,91.69,39.13
2015,402.25,1070.5,146.08,298.88,41.54,106.73,122.71,168.24,92.26,40.67
2016,400.19,1071.69,146.91,297.07,41.91,105.73,122.11,167.13,91.72,41.56
2017,402.52,1083.44,144.99,294.18,43.38,105.97,121.89,170.35,91.44,42.47
2018,403.97,1089.61,143.69,294.28,43.23,106.2,123.22,176.44,91.4,42.58
2019,412.12,1078.45,144.43,294.41,42.07,105.93,124.51,183.46,91.5,42.05
2020,410.52,1082.35,141.82,297.8,41.47,105.97,123.64,180.32,93.5,41.8
2021,413.15,1081.73,141.13,298.59,41.82,107.05,125.89,183.21,93.16,42.22
2022,416.45,1089.83,142.94,298.18,42.72,106.68,125.63,182.7,93.17,43.5
2023,410.65,1122.18,141.02,292.15,42.3,104.08,124.62,184.52,93.95,42.49
2024,417.69,1095.95,143.81,296.77,42.49,105.19,126.76,188.27,92.22,43.85
2025,415.35,1118.67,145.48,293.67,43.14,103.67,125.91,185.19,91.84,45.31
2026,402.78,1117.08,146.11,283.87,42.23,97.72,120.39,181.81,90.97,42.65
2027,402.1,1107.6,144.28,282.84,41.94,96.55,119.88,180.15,91.54,42.39
2028,401.03,1121.44,144.39,282.6,42.71,95.34,120.49,181.34,90.73,43.33
2029,407.71,1141.08,147.38,286.65,42.76,95.55,120.45,175.38,90.31,42.68
2030,414.65,1118.62,149.27,287.5,44.3,96.42,122.54,178.44,90.9,44.19
2031,422.87,1133.57,149.91,292.35,44.77,97.99,124.64,184.73,90.79,44.28
2032,426.06,1136.64,148.21,292.69,44.68,98.56,125.73,183.64,89.33,44.01
2033,425.97,1142.68,149.3,294.67,45.43,97.69,126.34,190.34,88.82,44.4
2034,421.75,1146.47,154.05,295.7,45.5,96.62,126.1,196.43,89.97,43.35
2035,430.16,1154.67,152.95,292.98,45.38,96.59,125.71,201.45,89.8,43.39
2036,430.79,1158.4,152.12,292.58,45.11,97.3,123.89,199.39,90.52,42.81
2037,436.45,1163.94,151.38,290.37,45.13,96.46,124.57,207.22,91.43,42.05
2038,435.44,1172.26,151.02,288.23,45.84,96.11,125.89,205.85,90.15,42.26
2039,444.43,1208.74,149.16,294.92,45.08,96.85,128.71,193.25,91.91,40.78
2040,423.67,1188.18,149.52,279.64,44.15,91.57,121.26,197.27,90.0,39.94
2041,427.57,1190.93,146.41,284.06,42.89,91.97,120.89,200.45,89.69,39.14
2042,420.96,1200.47,146.19,284.36,42.89,90.61,119.06,204.52,89.54,38.87
2043,426.8,1176.13,145.81,293.54,43.73,93.37,120.5,212.56,90.01,38.21
2044,441.27,1192.54,146.67,301.27,43.74,97.93,125.03,219.19,92.09,38.51
2045,433.85,1192.5,145.18,301.88,43.32,97.88,126.36,222.15,92.99,38.17
2046,439.28,1199.53,145.3,308.7,43.05,99.98,128.6,223.48,94.87,37.9
2047,436.2,1202.42,145.73,307.36,43.71,99.7,128.34,229.54,93.59,37.41
2048,430.74,1205.51,146.4,303.62,42.87,102.21,127.53,227.78,92.66,36.07
2049,433.14,1185.38,144.49,309.08,43.04,104.57,129.29,224.4,91.42,36.99
2050,433.17,1205.82,143.46,310.1,43.81,106.17,129.07,218.68,91.99,35.59
2051,433.2,1225.68,144.79,308.63,45.73,106.4,129.86,216.87,91.59,36.43
2052,434.33,1221.52,144.02,309.31,45.87,107.07,133.59,221.9,92.34,35.75
2053,433.55,1222.54,142.89,309.22,45.74,106.92,133.18,224.36,92.96,35.61
2054,426.97,1211.3,144.85,305.44,47.42,105.09,129.21,229.43,93.37,36.04
2055,438.54,1201.32,143.81,305.66,48.26,106.89,129.86,219.14,92.29,36.77
2056,424.05,1194.14,141.39,296.41,47.72,102.62,125.39,205.92,93.53,35.48
2057,419.68,1161.09,143.08,292.19,48.3,100.53,123.98,206.0,90.37,37.06
2058,427.48,1146.79,143.84,294.9,48.13,101.2,125.25,205.09,92.4,37.38
2059,429.35,1138.88,145.61,297.09,48.27,103.96,125.43,194.66,93.27,38.25
2060,432.29,1124.89,146.47,300.29,48.53,107.59,126.92,195.15,94.26,38.83
2061,430.28,1118.24,147.12,296.48,48.45,106.74,125.63,195.07,93.83,39.08
2062,444.55,1138.66,144.54,303.66,47.06,109.58,131.6,199.38,93.67,38.96
2063,434.54,1143.42,147.02,297.94,46.71,106.58,128.18,198.63,94.44,38.34
2064,432.95,1138.9,146.86,298.46,46.36,108.97,130.49,193.62,96.28,37.03
2065,427.54,1142.16,149.92,298.9,45.59,108.14,129.8,198.95,95.03,38.0
2066,421.76,1151.57,148.87,295.48,46.27,108.55,127.85,197.53,93.01,37.9
2067,424.31,1154.94,146.17,297.7,46.17,109.06,126.9,198.82,93.06,37.17
2068,424.07,1161.12,144.07,294.69,44.83,110.62,126.86,203.23,93.2,36.08
2069,425.98,1142.27,143.17,291.47,43.8,112.3,129.05,211.21,91.5,35.3
2070,429.8,1146.15,143.36,293.63,43.12,112.69,130.46,217.53,93.53,34.0
2071,429.14,1173.76,144.21,290.01,42.42,113.62,131.16,213.35,95.34,33.4
2072,429.16,1171.85,144.67,290.38,41.78,112.04,129.53,213.26,95.69,33.99
2073,433.45,1178.24,145.01,294.67,42.29,113.73,129.05,219.17,96.58,34.88
2074,438.66,1178.34,144.68,293.88,41.61,111.57,129.96,218.41,97.76,34.17
2075,439.86,1171.22,147.51,290.61,42.12,113.34,129.7,225.47,96.43,33.59
2076,434.09,1170.22,147.6,284.62,41.96,111.83,126.56,211.9,95.91,34.24
2077,420.17,1134.34,149.69,277.6,41.04,108.14,123.16,211.91,97.58,33.4
2078,424.86,1107.26,150.13,279.32,41.51,107.82,123.09,219.71,97.26,34.16
2079,425.37,1122.22,150.02,282.18,41.79,105.62,123.1,226.05,98.89,34.03
2080,430.18,1103.11,148.31,283.28,42.8,106.25,124.78,218.6,97.4,35.05
2081,428.27,1100.75,148.01,279.47,42.4,106.68,124.04,218.9,96.54,35.03
2082,447.45,1114.79,144.45,295.51,42.26,115.62,130.49,214.65,97.72,35.08
2083,447.35,1151.22,145.15,296.56,42.08,113.34,130.45,219.43,98.45,34.48
2084,448.4,1148.78,146.36,289.51,41.63,110.23,130.29,208.28,100.52,34.6
2085,451.77,1146.04,146.44,291.2,40.78,111.84,132.43,206.88,100.95,33.82
2086,445.03,1148.53,145.85,278.89,41.88,105.82,127.56,197.46,99.9,33.02
2087,450.8,1138.14,144.51,282.51,41.83,109.22,131.0,205.55,99.93,33.21
2088,456.93,1149.15,144.65,283.9,42.5,109.95,131.31,197.27,100.19,32.85
2089,460.31,1146.56,146.18,277.61,43.23,108.95,129.75,195.32,98.93,32.28
2090,477.91,1169.43,149.14,284.25,42.79,112.18,133.38,188.19,101.27,31.97
2091,474.72,1174.44,148.84,291.74,43.69,110.8,132.99,189.49,102.25,31.52
2092,476.7,1172.95,147.78,290.15,42.75,110.13,131.21,193.3,102.28,30.71
2093,467.57,1145.72,147.52,285.09,42.45,107.86,127.4,189.52,98.87,30.2
2094,464.56,1146.98,148.7,279.32,43.06,109.0,126.6,188.73,100.69,30.37
2095,463.13,1143.4,146.61,277.61,42.47,111.0,127.32,195.67,99.69,30.1
2096,465.07,1156.96,146.77,275.13,42.72,113.58,128.39,183.48,99.23,30.06
2097,447.15,1149.71,148.42,272.64,43.1,108.01,124.46,183.06,99.26,30.07
2098,443.23,1149.76,147.83,277.64,43.24,106.3,123.94,188.95,99.6,29.72
2099,432.64,1143.9,147.14,268.01,43.37,104.11,118.48,192.47,100.94,29.78
2100,440.9,1161.56,147.46,275.72,42.94,106.72,121.25,187.3,100.64,30.16
2101,444.17,1175.2,148.01,276.13,42.78,108.34,120.68,194.03,100.09,30.03
2102,445.94,1153.64,149.49,281.02,43.75,110.27,122.99,183.74,102.54,30.49
2103,448.37,1160.17,149.96,283.66,44.17,110.21,123.08,181.83,102.74,29.89
2104,451.7,1164.2,152.48,286.58,45.15,111.05,124.35,184.94,103.52,30.55
2105,457.7,1184.53,152.84,287.94,44.74,109.76,122.83,184.11,103.82,31.27
2106,451.05,1179.99,155.23,284.95,45.68,105.1,120.47,187.94,105.34,31.35
2107,457.54,1223.16,159.71,287.61,46.04,104.11,121.11,194.37,105.75,31.17
2108,453.36,1225.39,161.54,286.87,45.94,104.33,120.74,202.32,107.09,31.02
2109,457.05,1214.95,160.82,288.74,46.33,106.9,122.08,208.45,107.17,31.17
2110,459.13,1245.55,164.01,286.85,44.54,103.74,120.93,215.79,108.38,29.52
2111,468.68,1263.36,166.07,289.2,43.15,103.12,119.21,212.39,109.51,29.28
2112,455.94,1261.38,166.86,285.29,42.9,101.22,117.94,215.17,107.23,29.47
2113,460.1,1269.21,168.85,285.96,43.41,102.3,118.15,221.1,107.87,30.27
2114,461.76,1251.37,170.24,285.45,43.42,102.27,117.78,228.82,109.29,30.36
2115,460.23,1258.76,170.04,280.89,43.65,102.76,118.72,235.22,111.42,30.78
2116,463.27,1281.4,168.96,284.9,44.55,103.92,120.11,226.1,110.56,31.28
2117,467.0,1272.5,168.98,283.76,44.84,104.65,121.03,226.46,109.33,31.39
2118,453.71,1253.02,168.63,275.33,45.54,99.41,116.1,222.5,109.12,32.31
2119,431.56,1232.27,173.17,259.68,45.19,92.94,108.95,218.44,107.25,32.29
2120,415.5,1220.55,176.76,256.45,45.91,88.04,105.02,225.78,106.11,32.15
2121,412.28,1204.64,175.14,258.02,45.53,90.61,108.16,223.91,104.37,31.68
2122,403.78,1160.58,170.45,260.51,46.17,91.34,109.5,230.11,103.48,32.03
2123,410.24,1155.8,170.31,261.12,45.55,90.53,108.74,233.99,103.66,31.64
2124,419.39,1163.32,166.69,266.71,42.17,93.07,111.66,236.24,105.56,29.93
2125,424.3,1166.99,169.13,263.03,41.42,93.81,111.87,240.71,106.59,28.65
2126,426.35,1164.89,168.81,262.51,41.29,94.6,114.24,244.02,104.45,28.86
2127,418.51,1153.21,171.33,256.74,40.69,91.72,110.57,237.09,104.83,27.72
2128,421.3,1142.08,170.32,258.45,40.6,91.71,109.76,234.87,104.07,27.25
2129,418.76,1148.96,173.05,255.97,40.39,91.58,110.49,239.1,104.31,27.76
2130,415.83,1140.16,176.12,258.52,41.2,90.5,110.37,244.91,105.65,28.27
2131,437.55,1164.38,171.44,274.02,41.88,96.8,118.91,246.21,107.15,28.35
2132,428.97,1171.56,174.86,273.66,43.36,94.33,116.87,254.55,107.54,29.23
2133,423.66,1188.23,174.94,270.21,43.17,93.87,117.09,247.6,110.49,28.83
2134,435.33,1186.65,176.21,272.56,43.38,95.96,118.42,241.21,111.98,29.63
2135,438.71,1185.96,174.79,278.03,44.13,97.85,118.8,239.34,115.85,29.72
2136,438.18,1196.97,174.35,275.55,43.55,101.09,118.28,243.15,114.63,29.67
2137,437.17,1217.53,177.44,270.35,43.7,99.9,117.06,250.96,114.67,30.54
2138,437.81,1241.04,177.12,273.93,42.4,102.53,118.82,254.07,116.88,29.32
2139,437.27,1228.14,175.97,270.69,40.9,100.07,117.73,259.77,119.08,28.3
2140,442.2,1214.64,174.05,271.43,38.77,97.76,117.71,267.77,118.13,26.6
2141,439.74,1212.21,175.06,269.63,39.16,95.97,118.14,262.1,115.13,26.72
2142,426.84,1198.66,177.46,261.97,39.46,93.42,114.74,254.07,116.57,27.31
2143,410.1,1204.25,178.96,255.89,38.95,89.26,111.68,249.31,118.24,26.79
2144,402.44,1213.56,178.74,253.37,39.05,87.57,109.74,253.16,119.14,26.87
2145,406.74,1212.22,181.16,262.47,39.68,88.87,112.6,248.3,118.33,26.61
2146,408.81,1204.69,181.93,261.01,41.23,89.48,112.65,245.18,117.07,26.85
2147,419.19,1214.11,181.12,269.52,40.97,93.71,114.98,236.79,119.25,26.18
2148,420.09,1206.6,177.45,270.61,39.94,94.94,116.05,233.44,120.35,25.43
2149,418.33,1206.96,177.87,266.8,39.2,93.36,115.49,239.41,119.82,25.18
2150,406.08,1194.44,178.34,257.71,39.2,88.46,110.85,232.2,116.72,24.91
2151,408.16,1196.27,180.78,256.9,40.49,89.22,111.8,231.74,116.89,24.81
2152,401.09,1211.52,179.26,251.35,39.4,84.91,109.86,238.01,115.26,23.28
2153,397.13,1226.4,178.93,250.85,39.55,84.46,109.25,242.43,116.15,23.42
2154,396.08,1204.09,177.58,253.52,40.0,87.4,109.92,240.14,110.72,23.66
2155,399.53,1214.18,178.85,253.43,41.05,85.49,109.37,220.16,110.18,24.57
2156,399.77,1208.92,176.75,254.86,40.58,84.51,110.73,209.97,109.89,25.1
2157,400.13,1205.52,176.45,255.28,40.26,84.96,111.91,216.96,110.41,25.26
2158,398.19,1220.13,176.03,254.22,40.2,83.94,110.78,223.26,111.27,24.78
2159,396.92,1172.56,172.99,257.06,39.32,86.83,110.39,226.87,111.45,23.74
2160,396.34,1174.66,170.65,259.56,39.81,88.77,110.76,234.77,110.39,24.03
2161,397.4,1160.72,168.69,257.63,40.79,88.17,110.87,235.05,109.16,24.37
2162,398.76,1172.01,170.98,262.11,40.13,88.13,113.44,225.63,108.75,24.54
2163,399.13,1173.44,172.33,265.31,40.09,86.54,115.13,227.8,110.1,24.55
2164,396.62,1155.01,169.59,267.07,39.2,84.81,115.65,213.66,111.12,24.07
2165,393.94,1141.07,173.56,260.85,39.13,81.95,114.0,216.95,106.71,23.31
2166,393.51,1157.61,174.28,258.85,38.67,81.62,113.34,217.6,106.69,23.26
2167,402.48,1154.51,173.09,263.22,39.99,82.94,116.76,222.2,110.0,23.89
2168,400.2,1143.36,174.31,258.73,39.58,82.01,114.67,224.29,107.45,23.66
2169,402.76,1155.98,173.01,260.6,40.12,85.19,116.52,221.82,107.73,24.7
2170,400.39,1147.46,175.43,260.43,40.39,82.52,114.61,225.47,108.6,24.3
2171,403.6,1150.21,178.22,259.29,41.27,84.2,115.54,233.0,108.96,25.05
2172,399.38,1153.61,176.23,262.69,41.08,83.36,115.68,240.73,109.5,24.65
2173,398.46,1133.98,177.68,255.85,40.71,81.35,115.74,250.39,108.89,24.22
2174,394.71,1088.56,173.42,258.01,40.96,83.28,117.18,241.65,106.48,24.57
2175,387.24,1075.01,172.56,253.27,40.9,80.53,116.98,230.92,105.22,25.01
2176,384.5,1097.98,171.71,250.4,39.99,81.11,116.97,237.55,104.95,25.17
2177,386.18,1073.33,168.81,252.16,40.56,82.74,118.28,241.97,105.66,25.8
2178,393.24,1083.72,169.73,257.96,41.06,84.75,120.13,249.99,106.21,25.07
2179,383.17,1093.9,174.68,251.52,41.11,83.81,117.24,241.25,103.74,25.92
2180,381.2,1076.66,177.19,251.42,40.48,83.31,117.78,228.44,103.19,25.52
2181,382.22,1082.52,181.82,252.52,40.49,82.99,119.79,234.7,101.62,25.8
2182,384.93,1087.03,182.22,253.2,40.35,82.54,119.41,232.03,100.38,25.56
2183,379.95,1093.71,178.06,251.76,39.58,83.08,119.07,236.99,97.62,25.17
2184,378.21,1092.01,176.43,254.56,39.74,83.25,118.98,227.14,97.92,24.76
2185,381.19,1100.09,176.87,259.18,38.7,83.29,121.0,225.49,97.8,24.19
2186,378.39,1100.56,176.16,254.78,38.28,80.86,119.44,225.51,97.36,24.25
2187,367.17,1063.7,175.13,243.79,38.49,76.23,114.08,221.43,96.05,23.69
2188,359.65,1063.46,175.26,244.1,38.18,76.41,114.23,228.3,95.16,24.7
2189,356.9,1060.09,181.79,245.67,39.21,76.66,115.38,223.42,94.93,25.24
2190,368.26,1060.43,177.54,250.15,40.06,78.19,116.71,215.51,93.42,25.39
2191,359.59,1066.82,177.21,245.73,40.29,76.89,114.72,211.81,93.16,25.68
2192,357.32,1064.55,174.55,243.58,38.87,75.87,112.89,220.4,95.37,24.78
2193,354.93,1062.92,175.83,240.68,38.66,75.03,111.28,227.26,95.42,24.57
2194,366.29,1083.98,173.66,248.72,38.21,78.16,117.44,221.87,96.04,24.68
2195,364.06,1085.13,172.1,242.07,38.01,74.58,114.71,226.89,96.34,24.47
2196,360.94,1073.08,167.87,242.67,36.93,75.11,115.06,214.28,97.46,23.68
2197,355.25,1077.64,164.55,244.86,36.25,76.58,118.31,217.05,96.3,23.91
2198,351.63,1082.21,161.33,245.15,36.35,76.91,118.62,222.26,96.68,23.33
2199,352.03,1089.22,163.87,243.99,36.64,78.12,117.77,225.55,96.6,23.13
2200,347.9,1069.3,160.78,241.61,36.16,77.88,116.8,226.77,96.81,22.75
2201,341.25,1060.81,160.09,242.74,35.18,77.5,116.19,233.37,96.38,21.59
2202,342.35,1052.84,158.94,239.58,32.93,75.79,113.36,229.54,99.04,19.75
2203,342.92,1039.22,162.52,240.31,32.55,75.77,113.53,234.74,98.73,19.37
2204,345.83,1036.96,165.06,240.9,32.11,75.97,114.71,236.44,97.83,19.25
2205,348.51,1074.55,167.8,248.11,32.88,78.87,115.37,230.34,100.38,19.35
2206,351.21,1080.73,165.23,249.88,32.88,80.68,118.3,234.84,101.46,19.24
2207,358.39,1093.7,164.4,254.81,32.33,82.35,121.22,239.99,99.49,19.01
2208,358.37,1100.9,162.03,253.17,32.02,82.69,121.89,242.57,99.56,19.58
2209,363.97,1106.98,161.24,254.54,31.87,83.59,122.93,238.07,100.09,19.48
2210,380.03,1127.55,165.26,262.19,31.93,86.58,127.09,244.81,101.69,20.11
2211,404.83,1136.66,168.54,276.97,32.16,94.88,134.39,238.28,101.28,19.86
2212,406.53,1121.65,167.28,278.44,32.57,95.7,136.57,244.76,99.79,19.37
2213,409.27,1122.62,165.73,282.28,32.96,96.69,136.51,233.69,99.67,19.52
2214,402.61,1122.16,162.53,281.6,33.2,99.16,136.74,235.98,99.99,19.74
2215,402.49,1120.56,162.42,279.89,33.39,99.14,135.07,246.06,101.39,19.98
2216,398.52,1133.15,166.38,278.19,33.0,97.91,134.38,243.21,101.72,19.4
2217,398.22,1136.56,165.02,279.8,33.1,95.55,133.74,227.46,101.07,19.48
2218,391.06,1139.41,163.47,276.57,33.17,93.15,133.51,233.36,100.98,19.62
2219,392.58,1162.15,160.34,275.56,32.81,93.67,133.26,243.09,101.82,19.06
2220,392.59,1162.79,160.29,280.92,32.61,92.6,133.26,248.95,101.03,19.67
2221,392.22,1160.66,162.93,279.78,32.54,94.06,132.21,254.25,102.02,20.08
2222,381.46,1129.82,162.49,268.09,31.3,91.72,127.79,255.24,101.76,19.38
2223,396.19,1153.24,163.99,276.29,31.84,97.6,133.43,225.83,102.33,19.08
2224,399.55,1138.97,158.64,277.7,32.54,101.06,137.27,225.15,101.25,19.47
2225,414.21,1169.35,158.44,290.88,32.05,106.95,146.02,218.45,102.42,19.62
2226,432.12,1175.73,159.3,299.74,32.4,111.32,149.02,218.6,104.12,19.8
2227,426.66,1187.07,159.6,297.65,33.7,111.33,147.34,220.61,103.06,20.2
2228,423.45,1186.46,162.51,295.94,33.95,110.8,144.69,228.23,101.94,20.28
2229,426.59,1200.14,159.29,298.28,33.31,110.98,146.88,232.43,100.24,20.4
2230,414.0,1184.19,157.38,296.56,34.48,108.94,144.5,219.87,100.74,20.88
2231,411.09,1199.85,156.41,299.69,34.82,110.78,145.66,226.35,99.4,20.89
2232,412.03,1192.73,160.92,301.35,34.95,112.13,146.73,224.26,98.76,21.42
2233,416.57,1205.66,162.96,299.48,35.43,113.43,147.28,228.78,98.66,21.42
2234,415.84,1209.5,160.21,299.6,34.46,116.36,148.95,235.53,101.4,20.49
2235,421.83,1238.61,159.81,299.58,34.27,115.57,148.31,229.56,102.42,20.02
2236,420.83,1203.79,161.32,296.77,34.56,116.42,148.61,236.95,101.34,20.21
2237,419.58,1202.94,158.88,298.33,34.21,115.96,148.17,242.13,101.83,19.6
2238,424.29,1217.21,161.79,300.68,35.09,115.78,147.53,246.1,101.56,20.73
2239,424.86,1221.12,157.66,302.11,34.75,116.37,147.12,254.21,101.38,20.64
2240,427.99,1222.37,155.11,306.46,35.17,116.82,148.24,257.41,100.98,20.87
2241,431.78,1217.48,155.03,305.43,35.2,117.94,147.5,262.85,101.59,20.57
2242,427.88,1202.5,160.11,305.85,36.2,118.01,147.77,245.93,101.2,21.42
2243,421.43,1196.53,161.17,307.54,36.37,119.88,149.49,251.08,99.43,21.73
2244,398.63,1160.62,163.24,300.84,36.31,113.99,143.21,238.42,97.39,21.75
2245,379.95,1134.24,162.46,291.6,36.44,111.26,138.14,241.93,96.29,21.87
2246,390.18,1172.12,166.16,289.98,36.65,110.93,140.82,251.54,97.16,21.86
2247,382.49,1147.49,162.99,283.0,35.71,108.59,137.72,246.62,95.07,21.4
2248,387.32,1148.57,163.59,287.27,35.68,108.68,138.73,248.59,93.43,20.87
2249,377.17,1124.05,166.48,283.62,36.45,108.03,137.3,256.85,90.98,21.13
2250,382.21,1093.84,164.45,288.93,36.38,112.72,141.21,245.25,90.63,21.12
2251,381.87,1121.75,172.38,291.79,37.28,112.17,142.86,242.92,91.71,21.59
2252,385.68,1133.55,172.2,293.64,37.05,114.59,142.45,241.42,92.11,22.14
2253,385.93,1124.44,176.89,288.18,36.92,113.15,141.79,238.61,91.27,22.23
2254,386.45,1133.64,181.3,291.05,37.96,111.27,143.05,247.43,92.77,23.16
2255,376.59,1141.02,181.55,289.85,37.1,108.3,140.55,253.72,94.16,23.31
2256,370.28,1128.35,180.93,288.86,37.59,107.59,139.82,260.7,94.27,23.43
2257,365.93,1127.46,184.39,285.5,37.61,108.01,139.35,243.0,96.03,23.27
2258,359.4,1125.78,183.14,283.42,36.8,109.0,142.0,252.17,96.18,22.97
2259,358.34,1128.1,180.17,286.46,36.42,108.95,143.26,257.12,94.15,23.1
2260,356.9,1097.8,177.28,285.33,36.43,107.86,142.81,249.23,92.88,22.76
2261,361.44,1105.09,180.05,283.06,36.39,107.51,142.28,246.89,93.11,22.93
2262,367.16,1112.79,182.62,287.98,36.33,107.36,145.15,256.18,92.86,23.19
2263,366.46,1122.79,184.5,284.97,36.45,107.03,145.55,262.38,93.74,24.62
2264,362.01,1128.75,184.86,286.4,36.32,106.87,145.88,252.45,94.21,25.1
2265,358.53,1123.72,184.57,286.81,35.83,106.29,145.55,251.84,93.72,25.34
2266,360.12,1102.56,179.56,287.78,35.4,108.56,145.01,255.87,93.69,24.99
2267,359.7,1111.41,181.41,292.09,35.44,108.3,146.58,229.38,95.33,24.88
2268,341.72,1096.94,183.2,278.23,36.29,102.33,141.72,225.9,95.45,26.3
2269,346.24,1085.66,187.74,284.52,36.71,102.94,142.07,232.69,94.14,26.4
2270,347.54,1106.88,190.05,286.36,35.93,101.83,142.28,232.19,96.96,25.94
2271,345.5,1106.86,190.44,280.54,36.63,100.18,141.3,211.46,95.89,26.23
2272,342.48,1120.77,187.99,275.39,36.65,98.02,139.77,197.09,95.13,26.08
2273,338.29,1128.19,185.15,269.42,36.68,97.09,138.84,197.89,93.06,26.01
2274,339.54,1138.24,187.54,274.18,36.24,98.69,140.51,198.63,92.57,26.03
2275,341.11,1153.99,189.31,274.29,37.1,98.69,140.93,203.9,92.72,26.4
2276,341.67,1156.44,189.71,269.96,38.67,98.64,141.64,196.71,92.51,27.26
2277,346.2,1161.89,189.56,269.21,38.59,99.23,142.31,203.63,93.3,27.58
2278,347.65,1176.06,189.2,268.98,37.8,98.68,140.36,199.95,93.59,25.9
2279,336.47,1161.69,189.31,256.98,39.12,93.43,134.08,206.05,91.08,27.12
2280,348.39,1162.09,187.94,266.95,39.28,99.96,140.25,208.97,92.37,27.2
2281,332.2,1168.49,187.0,256.45,38.11,96.01,134.5,203.22,92.52,26.34
2282,342.35,1166.14,184.62,263.41,38.83,98.46,137.87,196.39,94.04,26.84
2283,339.47,1151.82,183.73,259.9,37.92,95.62,135.75,202.81,94.31,26.18
2284,341.04,1149.45,180.37,263.51,37.32,95.69,137.42,204.43,92.54,26.11
2285,341.02,1132.13,178.54,265.82,36.8,95.99,137.94,206.5,90.06,25.15
2286,344.32,1150.86,176.58,266.74,36.37,96.06,138.88,208.36,90.95,25.1
